job_loss_article_headline,job_loss_article_url,job_loss_country_name,job_loss_date_accessed,job_loss_dates_mentioned,job_loss_entities_mentioned,job_loss_extracted_text,job_loss_id,job_loss_language,job_loss_numbers_mentioned,job_loss_publication_date,job_loss_publication_name,country,id
'India overview: Close quarters',https://www.fibre2fashion.com/industry-article/8674/india-overview-close-quarters,Global,2020-10-25,[],[],"Retailers and brands have already started halting production lines, delayed season releases and cut buying budgets to prepare for these eventualities.",7208,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Japanese Fashion – History, Trends, Innovation And Sustainability'",https://www.fibre2fashion.com/industry-article/8744/japanese-fashion-history-trends-innovation-and-sustainability,Global,2020-10-25,[],"['Satoshi', '’s']","Satoshi’s mother was a sewing teacher, and his house was always filled with pattern cuts and fashion designs.",7159,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Covid-19 brings Indian apparel sector to grinding halt',https://www.fibre2fashion.com/industry-article/8658/covid-19-brings-indian-apparel-sector-to-grinding-halt,Global,2020-10-25,['daily'],[],"Some of the measures that the government should take:


Direct Wage Support: While the governmentmay not be able to fund the daily wages in every sector, providing textileindustry the wage support of Rs 5000-Rs 7000 per worker for at least one monthshould be helpful in warding off the problem of layoffs and unemployment to alarge extent.",7232,English,"['Rs 5000-Rs 7000', 'at least one']",' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Taiwan firms see risks, benefits from trade war'",https://www.fibre2fashion.com/industry-article/8544/taiwan-firms-see-risks-benefits-from-trade-war,Global,2020-10-25,[],"['Taiwan', 'Industrial', 'Technology', 'Research', 'Institute', 'ITRI', 'Everest', 'Textile']","Taiwan's Industrial
Technology Research Institute (ITRI) and functional fabrics firm Everest
Textile jointly developed an automated multi-tasking system for garment
production that can cut manual operation by 70 per cent with ITRI's 3D smart
vision sensing technology.",7239,English,"['70', '3D']",' Published : Jan 2020  ',Fibre 2 Fashion - Articles,Global,4
'CEO Agenda 2020: Systemic change',https://www.fibre2fashion.com/industry-article/8637/ceo-agenda-2020-systemic-change,Global,2020-10-25,['nine months'],[],"Textile processing mills can cut usage of water by 11 per cent and energy by 7 per cent, with a return on investment within nine months.",7222,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Slow and behold!',https://www.fibre2fashion.com/industry-article/8784/slow-and-behold,Global,2020-10-25,[],[],The announcement came with the warning that this would result in inevitable dismissals.,7197,English,[],' Published : Sep 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,[],"['CEO', 'Hanoi', 'Vietnam', 'National', 'Textile', 'Garment', 'Group', 'Vinatex', 'Le', 'Tien', 'Truong']","The CEO of Hanoi-based Vietnam National Textile and Garment Group (Vinatex) Le Tien Truong had stated that these unprecedented challenges could cost the industry $472 million in revenue, and millions could lose their jobs.",7177,English,['millions'],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'Polyester market prices hit badly due to  coronavirus spread',https://www.fibre2fashion.com/industry-article/8585/polyester-market-prices-hit-badly-due-to-coronavirus-spread,Global,2020-10-25,['approximately 10 days'],"['Lunar', 'New', 'Year']","The companies which were closed before the Lunar New Year holiday or cut production on a large scale, have stocks for approximately 10 days.",7211,English,[],' Published : Feb 2020  ',Fibre 2 Fashion - Articles,Global,4
'Polyester market prices hit badly due to  coronavirus spread',https://www.fibre2fashion.com/industry-article/8585/polyester-market-prices-hit-badly-due-to-coronavirus-spread,Global,2020-10-25,['approximately 20-30 days'],"['Spring', 'Festival', 'Polyester', 'DTY']","The companies which were open before the Spring Festival or those that cut the production in a small scale, have stocks for approximately 20-30 days; higher in Polyester drawn textured yarn (DTY) plants.",7210,English,[],' Published : Feb 2020  ',Fibre 2 Fashion - Articles,Global,4
'Climate Emergency: - Time to Act Now!',https://www.fibre2fashion.com/industry-article/8545/climate-emergency-time-to-act-now,Global,2020-10-25,[],['Glasgow'],"The conference was an untempered climate disaster, with decisions about the carbon market and emissions cut being deferred to the next climate conference in Glasgow.",7242,English,[],' Published : Jan 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,[],"['Vietnam', '’s']",The estimated loss of Vietnam’s textiles and clothing business was above $214.96 million with 30 per cent unemployment rate; the country generally imports around $1.5 billion worth of raw materials every month.,7180,English,['30'],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
'What the European Green Deal Means for Textiles',https://www.fibre2fashion.com/industry-article/8597/what-the-european-green-deal-means-for-textiles,Global,2020-10-25,[],"['European', 'Green', 'Deal', 'Commission']","The European Green Deal is a collection of measures and
policies presented by the European Commission to help Europes citizens and
businesses cut emissions, invest in environmental research, and preserve the
environment overall.",7214,English,[],' Published : Mar 2020  ',Fibre 2 Fashion - Articles,Global,4
'Designing &amp; Weaving Techniques of FVCPF in Handloom',https://www.fibre2fashion.com/industry-article/8737/designing-weaving-techniques-of-fvcpf-in-handloom,Global,2020-10-25,[],['chenille'],The excess length of core ends along with extra tuft piles on both the edges of each chenille yarn are cut and removed just before inserting the chenille yarn in the plain shed formed.,7194,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Global PPE Market Dynamics, Demand from US and EU to Rise'",https://www.fibre2fashion.com/industry-article/8659/sharp-rise-in-global-ppe-demand-from-us-eu,Global,2020-10-25,[],"['PPE', 'Canada', 'Mexico']","The export cut of the PPE products to Canada, Mexico and other Latin American countries started to backfire.",7231,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Designing &amp; Weaving Techniques of FVCPF in Handloom',https://www.fibre2fashion.com/industry-article/8737/designing-weaving-techniques-of-fvcpf-in-handloom,Global,2020-10-25,[],"['pile', 'weaving.6', 'chenille', 'yarn', 'loom.7', 'carpet', 'CCPY', 'velvet', 'VCPY']","The first operation is weft fabric weaving, the second operation is chenille pile yarn preparing and the third is chenille pile yarn setting/weaving.6  
 
The distinctive feature of chenille pile figured fabric generated by using chenille yarn is a plain weave cut piled fabric produced without the aid of wires and it shows the same figure effects of coloured weft tufts on both sides unlike those fabrics woven on jacquard loom.7  
 
Figured velvet chenille pile fabric 
 
There are two types of chenille pile yarn: carpet chenille pile yarn (CCPY) and velvet chenille pile yarn (VCPY).",7184,English,['two'],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
"'Distress, Bankruptcy hit Apparel brands'",https://www.fibre2fashion.com/industry-article/8715/distress-bankruptcy-hit-apparel-brands,Global,2020-10-25,[],[],"The garment, fashion and footwear industries are obviously among the worst affected in these times of job losses, store closures and falling incomes as purchase of such items is deemed non-essential now by most consumers.",7173,English,[],' Published : Jul 2020  ',Fibre 2 Fashion - Articles,Global,4
'COVID-19 plays havoc with Cambodian Textile &amp; Clothing business',https://www.fibre2fashion.com/industry-article/8663/covid-19-plays-havoc-with-cambodian-textile-clothing-business,Global,2020-10-25,[],"['Phnom', 'Penh']",The garment workers of Phnom Penh's manufacturing district fear for cuts in their crucial overtime pay.,7202,English,[],' Published : May 2020  ',Fibre 2 Fashion - Articles,Global,4
'Climate Emergency: - Time to Act Now!',https://www.fibre2fashion.com/industry-article/8545/climate-emergency-time-to-act-now,Global,2020-10-25,['2025'],"['Paris', 'Agreement', 'Tier']","The group reaffirmed its commitment: ""to set and meet internal targets on renewable energy and energy efficiency in line with the Paris Agreement and rapidly scale up energy efficiency and emission reduction programmes; to work collaboratively with policymakers to identify and implement low-carbon solutions; to support our supply chains to gradually phase out new coal-fired boilers or other sources of coal-fired heat and power generation, on sites within Tier one and Tier two, latest by 2025; to work collaboratively to develop emission-reduction pathways, work programmes, and tools necessary to achieve our emission reduction targets; and, to invest in sustainable production and related technologies.""",7243,English,[],' Published : Jan 2020  ',Fibre 2 Fashion - Articles,Global,4
'Climate Emergency: - Time to Act Now!',https://www.fibre2fashion.com/industry-article/8545/climate-emergency-time-to-act-now,Global,2020-10-25,[],"['Filthy', 'Fashion', 'Campaign', 'Director', 'Liz', 'McDowell', 'UN']","The group's Filthy Fashion Campaign Director Liz McDowell remarked, ""We applaud the UN fashion charter's work to incentivise renewable energy in nations where coal-fired power is the standard method of powering mills and factories, and we hope to see its signatories get to work right away in transitioning their global supply chains off dirty fossil fuels.",7244,English,[],' Published : Jan 2020  ',Fibre 2 Fashion - Articles,Global,4
'Manufacturing’s Finest Hour',https://www.fibre2fashion.com/industry-article/8641/manufacturing-s-finest-hour,Global,2020-10-25,[],"['die', 'EMI']",Their medical products range from die cut cushions and molded silicone bumpers to conductive gaskets that provide an electromagnetic interface (EMI) shield to protect sensitive electronic devices.,7223,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Impact of COVID-19 Pandemic on Productivity of Jute Industry: A Case Study',https://www.fibre2fashion.com/industry-article/8796/impact-of-covid-19-pandemic-on-productivity-of-jute-industry-a-case-study,Global,2020-10-25,[],[],"The lockdown led to
factory closures and worker lay-offs.",7145,English,[],' Published : Oct 2020  ',Fibre 2 Fashion - Articles,Global,4
'Covid19 Impact: Locked Down',https://www.fibre2fashion.com/industry-article/8624/covid19-impact-locked-down,Global,2020-10-25,[],"['Vietnam', '’s', 'labour']","The pandemic has forced 15 per cent of manufacturing companies in Vietnam to cut production, with the apparel industry hard hit, state media reported citing data from the country’s labour ministry.",7219,English,[],' Published : Apr 2020  ',Fibre 2 Fashion - Articles,Global,4
'Designing &amp; Weaving Techniques of FVCPF in Handloom',https://www.fibre2fashion.com/industry-article/8737/designing-weaving-techniques-of-fvcpf-in-handloom,Global,2020-10-25,[],['Fig'],The picks are cut in the centre of the space between the gaps formed by the group of plain ends as seen Fig 5(a).,7190,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Why Can’t Sustainable Fashion Brands Be More Affordable?',https://www.fibre2fashion.com/industry-article/8547/why-can-t-sustainable-fashion-brands-be-more-affordable,Global,2020-10-25,[],[],"The
rates of unemployment are high.",7240,English,[],' Published : Jan 2020  ',Fibre 2 Fashion - Articles,Global,4
'Designing &amp; Weaving Techniques of FVCPF in Handloom',https://www.fibre2fashion.com/industry-article/8737/designing-weaving-techniques-of-fvcpf-in-handloom,Global,2020-10-25,[],"['pile', 'yarn']",The second one helps cut the fabric into strips and twist it to produce patterned velvet chenille pile yarn.,7189,English,[],' Published : Aug 2020  ',Fibre 2 Fashion - Articles,Global,4
'Evolution of Vietnam’s Textiles &amp; Garments Industry amid COVID-19',https://www.fibre2fashion.com/industry-article/8705/evolution-of-vietnam-s-textiles-garments-industry-amid-covid-19,Global,2020-10-25,"['April', 'May']","['April', 'May', 'Vinatex']","The unemployment rate dropped from 30 per cent to 50 per cent from April to May, according to Vinatex.",7179,English,[],' Published : Jun 2020  ',Fibre 2 Fashion - Articles,Global,4
